sentence_id	paragraph_id	chapter_id	sentences
3218	939	12	- Ah!
3219	939	12	En dat hoeft niet meer nu ik van myn gekheden begin?
3220	939	12	je bent ondeugend, Tine!
3221	939	12	't Is my wel, maar die heeren hebben ook een stem.
3222	939	12	Verbrugge, wat kies je, je aandeel in de omelet of de historie?
3223	940	12	- Dat is een moeielyke pozitie voor een beleefd mensch zei Verbrugge.
3224	941	12	- En ook ik zou liever niet kiezen, voegde Duclari er by, want het is hier te doen om een uitspraak tusschen m'nheer en mevrouw, en: entre l'écorce et le bois, il ne faut pas mettre le doigt.
3225	942	12	- Ik zal u helpen, heeren, de omelet is...
3226	943	12	- Mevrouw, zei de zeer beleefde Duclari, de omelet zal toch wel zooveel waard zyn als...
3227	944	12	- Als de historie?
3228	944	12	Zeker als ze wat waard was!
3229	944	12	Doch er is een bezwaar ...
3230	945	12	- Ik wed dat er nog geen suiker in huis is, riep Verbrugge.
3231	945	12	Och, laat toch by my halen wat ge noodig hebt!
3232	946	12	- Suiker is er... van mevrouw Slotering.
3233	946	12	Neen, daaraan hapert het niet.
3234	946	12	Als de omelet overigens goed was, zou dat geen bezwaar zyn
3235	946	12	, maar...
3236	947	12	- Hoe dan, mevrouw, is ze in 't vuur gevallen?
3237	948	12	- Ik wou dat het waar was!
3238	948	12	Neen, ze kan niet in 't vuur vallen
3239	948	12	Ze is...
3240	949	12	- Maar, Tine, riep Havelaar, wat is ze dan toch?
3241	950	12	- Ze is imponderabel, Max, als je vrouwen te Arles...
3242	950	12	wezen moesten!
3243	950	12	Ik heb geen omelet...
3244	950	12	ik heb niets meer!
3245	951	12	- Dan in 's hemelsnaam de historie! zuchtte Duclari met koddige wanhoop.
3246	952	12	- Maar koffi
3247	952	12	hebben we, riep Tine.
3248	953	12	- Goed!
3249	953	12	Koffidrinken in de voorgalery, en laat ons mevrouw Slotering met de meisjes daarby roepen, zei Havelaar, waarop 't kleine gezelschap naar buiten toog.
3250	954	12	- Ik gis dat ze bedanken zal, Max!
3251	954	12	je weet dat ze ook liever niet met ons eet, en ik kan haar geen ongelyk geven.
3252	955	12	- Ze zal gehoord hebben dat ik histories vertel, zei Havelaar, en dat heeft haar afgeschrikt.
3253	956	12	- Wel neen, Max, dat zou haar niet deren:
3254	956	12	ze verstaat geen hollandsch.
3255	956	12	Neen, ze heeft my gezegd dat ze haar eigen huishouding wil blyven voeren, en dit begryp ik heel goed.
3256	956	12	Weet je nog hoe je myn naam vertaald hebt?
3257	957	12	- E.H.V.W: eigen haard veel waard.
3258	958	12	- Daarom!
3259	958	12	Ze heeft groot gelyk.
3260	958	12	Bovendien, ze komt me wat menschenschuw voor.
3261	958	12	Verbeeld je dat zy alle vreemden die 't erf betreden, laat wegjagen door de oppassers...
3262	959	12	- Ik verzoek om de historie of de omelet, zei Duclari.
3263	960	12	- Ik ook! riep Verbrugge.
3264	960	12	Uitvluchten worden niet aangenomen.
3265	960	12	We hebben aanspraak op een volledig maal, en daarom eisch ik de geschiedenis van den kalkoen.
3266	961	12	- Die heb ik je reeds gegeven, zei Havelaar.
3267	961	12	Ik had het beest gestolen van den generaal Vandamme, en heb 't opgegeten... met iemand.
3268	962	12	- Voor die ”iemand
3269	962	12	“ ten-hemel voer, zei Tine schalk.
3270	963	12	- Neen, dat is tricheeren:
3271	963	12	riep Duclari.
3272	963	12	We moeten weten waarom ge dien kalkoen... weggenomen hebt.
3273	964	12	- Wèl, omdat ik gebrek leed, en dat was de schuld van den generaal Vandamme die me gesuspendeerd had.
3274	965	12	- Als ik er niet meer van te weten kryg, breng ik een volgenden keer zelf een omelet mee, klaagde Verbrugge.
3275	966	12	- Geloof me, er stak niets meer achter dan dàt.
3276	966	12	Hy had zeer véél kalkoenen, en ik had niets.
3277	966	12	Men dreef die dieren voorby myn deur...
3278	966	12	ik nam er een, en zei tot den man die zich verbeeldde er op te passen:
3279	966	12	”zeg den generaal dat ik, Max Havelaar, dezen kalkoen neem
3280	966	12	omdat ik eten wil.
3281	967	12	- En dan dat epigram?
3282	968	12	- Heeft Verbrugge je daarvan gesproken?
3283	969	12	- Ja.
3284	970	12	- Dat had niets met den kalkoen uittestaan.
3285	970	12	Ik maakte dat ding omdat hy zooveel ambtenaren suspendeerde.
3286	970	12	Er waren er op Padang zeker zeven of acht die hy met meer of min rechtvaardigheid in hun ambten geschorst had, en velen onder hen verdienden 't veel minder dan ik.
3287	970	12	De adsistent-resident van Padang zelf was gesuspendeerd, en wel om een reden die, naar ik geloof, een geheel andere was dan de in het besluit opgegevene.
3288	970	12	Ik wil u dat wel vertellen, schoon ik niet verzekeren kan dat ik alles juist weet, en alleen òverzeg wat men in de chinesche kerk te Padang voor waar hield, en wat dan ook - vooral met het oog op de bekende eigenschappen van den generaal - waar kan geweest zyn.
3289	971	12	Hy had, moet ge weten, zyn vrouw getrouwd om een weddingschap te winnen, en daarmee een anker wyn.
3290	971	12	Hy ging dus dikwyls 's avends uit, om... overal rondteloopen.
3291	971	12	De surnumerair Valkenaar moet eens in een straatje naby 't meisjesweeshuis zyn inkognito zóó stipt geëerbiedigd hebben, dat hy hem een pak slaag heeft gegeven even als een gewonen straatschender.
3292	971	12	Niet ver van daar woonde Miss X.
3293	971	12	Er liep een gerucht dat die Miss 't leven zou gegeven hebben aan een kindje, dat... verdwenen was.
3294	971	12	De adsistent-resident was als hoofd der politie verplicht, en ook inderdaad van plan, zich met die zaak te bemoeien, en schynt van dit voornemen iets gezegd te hebben op een whistparty by den generaal.
3295	971	12	Doch zie, den volgenden dag ontvangt hy den last zich naar zekere Afdeeling te begeven, welker gezagvoerende kontroleur wegens ware of veronderstelde oneerlykheid geschorst was in zyn beheer, om in loco zekere zaken te onderzoeken en daarvan ”te dienen van bericht.
3296	971	12	Wèl was de adsistent-resident verwonderd dat hem iets werd opgedragen dat zyn Afdeeling in 't geheel niet aanging, doch daar hy strikt genomen deze opdracht kon beschouwen als een vereerende onderscheiding, en dewyl hy met den generaal op zeer vriendschappelyken voet stond zoodat hy geen oorzaak had aan een valstrik te denken, berustte hy in deze zending, en begaf zich naar ik wil vergeten hebben waarheen, om te doen wat hem bevolen was.
3297	971	12	Na eenigen tyd keert hy terug, en biedt een verslag aan dat niet ongunstig luidde voor dien kontroleur.
3298	971	12	Doch ziet, er was gedurende dien tyd op Padang, door 't publiek - dat is:
3299	971	12	door niemand en iedereen - ontdekt dat die ambtenaar slechts gesuspendeerd was om een gelegenheid te scheppen
3300	971	12	den adsistent-resident van de plaats te verwyderen, ten-einde zyn voorgenomen onderzoek naar de verdwyning van dat kind te voorkomen, of althans te verschuiven tot een tydstip dat die zaak moeielyker zou optehelderen zyn.
3301	971	12	Ik herhaal nu dat ik niet weet of dit waar was, doch naar de kennis die ikzelf later van den generaal
3302	971	12	Vandamme opdeed, komt deze lezing van 't geval my geloofbaar voor.
3303	971	12	Op Padang was er niemand die hem niet - wat het peil aangaat, waartoe zyn zedelykheid was afgedaald - tot zoo-iets in-staat keurde.
3304	971	12	De meesten kenden hem slechts één goede hoedanigheid toe, die van onverschrokkenheid in 't gevaar, en indien ik, die hem in gevaar gezien heb, van meening ware dat hy après tout een dapper man was, zou dit alleen my bewegen u deze geschiedenis niet te vertellen.
3305	971	12	't Is waar, hy had op Sumatra veel laten ”sabreeren“ doch wie sommige gebeurtenissen van naby gezien had voelde neiging om wat aftedingen op zyn dapperheid, en, hoe vreemd het schyne, ik geloof dat hy zyn krygsmansroem grootendeels te danken had aan de zucht tot tegenstelling, die ons allen min of meer bezielt.
3306	971	12	Men zegt gaarne:
3307	971	12	't is waar dat Peter of Paul dit, dit of dit is, maar... dàt is hy, dàt moet men hem laten!
3308	971	12	En nooit kan men zoo zeker zyn geprezen te worden, dan wanneer men een zeer in 't oog vallend gebrek heeft.
3309	971	12	Jy, Verbrugge, bent alle dagen dronken...
3310	972	12	- Ik?
3311	972	12	vroeg
3312	972	12	Verbrugge die een voorbeeld was van matigheid.
3313	973	12	- Ja, ik maak je nu dronken, alle dagen!
3314	973	12	je vergeet
3315	973	12	je
3316	973	12	zóó ver, dat Duclari 's avends in de galery over je struikelt.
3317	973	12	Dit zal hy onaangenaam vinden, maar terstond zal hy zich herinneren iets goeds in je gezien te hebben dat hem toch vroeger niet in 't oog viel.
3318	973	12	En als ik dan kom, en ik vind je zoo erg... horizontaal, dan zal hy my de hand op den arm leggen, en uitroepen - ”och, geloof toch dat hy overigens zoo'n beste brave knappe jongen is!
3319	974	12	- Dat zeg ik tòch van Verbrugge, riep Duclari, al is hy vertikaal.
3320	975	12	- Niet met dat vuur en die overtuiging!
3321	975	12	Herinner je eens hoe dikwyls
3322	975	12	men hoort zeggen:
3323	975	12	”o, als die man op zyn zaken wilde passen, dàt zou iemand wezen!
3324	975	12	Maar... en dan volgt het betoog hoe hy niet op zyn zaken past en dus niemand is.
3325	975	12	Ik geloof hiervan de reden te weten.
3326	975	12	Ook van de dooden verneemt men altyd goede hoedanigheden waarvan we vroeger niets bemerkten.
3327	975	12	De oorzaak zal wel zyn dat ze niemand in den weg staan.
3328	975	12	Alle menschen zyn min of meer mededingers.
3329	975	12	We zouden gaarne èlk ander geheel en in alles onder ons plaatsen.
3330	975	12	Dit echter te uiten, verbiedt de goede toon en zelfs het eigenbelang, want zeer spoedig zou niemand ons gelooven ook al beweerden wy iets waars.
3331	975	12	Er moet dus een omweg gezocht worden, en ziet hier hoe we dit doen.
3332	975	12	Als gy, Duclari, zegt:
3333	975	12	“de luitenant Slobkous is een goed soldaat, waarachtig hy is een goed soldaat, ik kan je niet genoeg zeggen welk een goed soldaat de luitenant Slobkous is...
3334	975	12	maar een theoretikus is hy niet...
3335	976	12	Heb je niet zoo gezegd, Duclari?
3336	977	12	- Ik heb nooit een luitenant Slobkous gekend of gezien?
3337	978	12	- Goed, schep er dan een, en zeg dat van hem.
3338	979	12	- Wèl, ik schep hem, en zeg het.
3339	980	12	- Weet je wat ge nu gezegd hebt?
3340	980	12	Je hebt gezegd dat jy, Duclari, à cheval bent op de theorie.
3341	980	12	Ik ben geen haar beter.
3342	980	12	Geloof me, we doen onrecht zoo boos te worden op iemand die heel slecht is, want de goeden onder ons zyn 't slechte zoo na!
3343	980	12	Laat eens de volmaaktheid nul heeten, en honderd graden voor slecht gelden, hoe verkeerd doen we dan - wy, die dobberen tusschen acht-en negen-en-negentig!
3344	980	12	- haro te roepen over iemand die op honderd-en-één staat!
3345	980	12	En nog geloof ik dat velen dien honderdsten graad slechts niet bereiken uit gemis aan goede eigenschappen, aan moed by-voorbeeld om geheel te zyn wat men is.
3346	981	12	- Op hoeveel graden sta ik, Max?
3347	982	12	- Ik heb een loep noodig voor de onderdeelen, Tine.
3348	983	12	- Ik reklameer, riep Verbrugge - neen, mevrouw, niet tegen uwe nabyheid aan de nul! - neen, maar er zyn ambtenaren gesuspendeerd, er is een kind zoek, een generaal in staat van beschuldiging...
3349	983	12	ik vraag:
3350	983	12	la pièce !
3351	984	12	- Tine, zorg toch dat er een volgenden keer wat in huis is!
3352	984	12	Neen, Verbrugge, je krygt la pièce niet, voor ik nog een beetje heb rondgereden op myn stokpaardje over de tegenstellingen.
3353	984	12	Ik zei dat elk mensch in zyn medemensch een soort van konkurrent ziet.
3354	984	12	Men mag niet altyd laken - wat in 't oog vallen zou! - daarom verheffen wy gaarne een goede eigenschap bovenmate, om de kwade hoedanigheid aan welker openbaring ons eigenlyk alleen gelegen is, te doen in het oog vallen, zonder den schyn op ons te laden van partydigheid.
3355	984	12	Als iemand zich by my beklaagt omdat ik gezegd heb:
3356	984	12	”zyn dochter is zeer schoon, maar hy is een dief
3357	984	12	“ dan antwoord
3358	984	12	ik:
3359	984	12	”hoe kan je dáárover zoo boos wezen!
3360	984	12	Ik heb immers gezegd dat je dochter
3361	984	12	een lief meisjen is!
3362	984	12	Zieje
3363	984	12	, dat wint dubbel!
3364	984	12	Wy beiden zyn kruieniers, ik neem hem zyn klanten af, die geen rozynen willen koopen
3365	984	12	by een dief, en te-gelyker-tyd zegt men van my dat ik een goed mensch ben, omdat ik de dochter prys van een konkurrent.
3366	985	12	- Neen, zóó erg is 't niet, zei Duclari, dàt is wat sterk!
3367	986	12	- Dit komt u nu zoo voor, omdat ik de vergelyking wat kort en brusk gemaakt heb.
3368	986	12	We moeten ons dat:
3369	986	12	”hy is een dief“ eenigszins omzwachteld voorstellen.
3370	986	12	De strekking der gelykenis blyft waar.
3371	986	12	Wanneer we genoodzaakt zyn iemand zekere eigenschappen toe te kennen
3372	986	12	die aanspraak geven op achting, eerbied of ontzag, dan doet het ons genoegen naast die eigenschappen iets te ontdekken, dat ons van den verschuldigden cyns voor een gedeelte of geheel ontslaat.
3373	986	12	Voor zulk een dichter zou men 't hoofd buigen, maar... hy slaat zyn vrouw!
3374	986	12	Ziet ge, dan gebruiken wy gaarne de blauwe plekken van die vrouw als voorwendsel om ons hoofd overeind te houden, en in 't eind doet het ons zelfs pleizier dat hy 't mensch slaat, wat toch anders heel leelyk is.
3375	986	12	Zoodra wy erkennen moeten dat iemand hoedanigheden bezit die hem de eer van een voetstuk waardig maken, zoodra we zyn aanspraken daarop niet langer kùnnen loochenen zonder doortegaan voor onkundig, gevoelloos, of nayverig...
3376	986	12	dan zeggen we ten-laatste:
3377	986	12	”goed, zet hem er op!
3378	986	12	Maar reeds onder dat opzetten, en als hyzelf nog meent dat we verrukt staan over zyn uitstekendheid, hebben we reeds den strik gelegd in den lazzo die dienen moet om hem by de eerste gunstige gelegenheid naar-beneden te halen.
3379	986	12	Hoe meer mutatie onder de inhabers der voetstukken, hoe grooter de kans voor anderen om óók eens aan de beurt te komen, en dit is zóó waar dat wy uit gewoonte en tot oefening - even als een jager die op kraaien schiet, welke hy toch liggen laat - ook die standbeelden gaarne neerhalen, welker piedestal nooit door ons kan bestegen worden.
3380	986	12	Kappelman die zich voedt met zuurkool en scharrebier, zoekt verheffing in de klacht: ”Alexander wàs niet groot...
3381	986	12	hy was onmatig“ zonder dat er voor Kappelman de minste kans bestaat ooit met Alexander te konkurreeren in wereldverovering.
3382	987	12	Hoe dit zy, ik ben zeker dat velen nooit op 't denkbeeld zouden gekomen zyn, den generaal
3383	987	12	Vandamme voor zoo dapper te houden, als zyn dapperheid niet had kunnen dienen tot voertuig van 't altyd daarby gevoegde:
3384	987	12	”maar ... zyn zedelykheid!
3385	987	12	En tevens, dat deze onzedelykheid niet zoo hoog zou opgenomen zyn door de velen die zelf niet zoo onaantastbaar waren op dit stuk, wanneer men ze niet had noodig gehad tot het opwegen tegen zyn roem van dapperheid, die sommigen belette te slapen.
3386	988	12	Één eigenschap bezat hy werkelyk in hooge mate: wilskracht.
3387	988	12	Wat hy zich voornam, moest geschieden, en geschiedde ook gewoonlyk.
3388	988	12	Doch - zie je wel dat ik weer terstond de tegenstelling by-de-hand heb? - doch in de keuze der middelen was hy dan ook wat... vry, en, zooals van der Palm - naar ik geloof, ten-onrechte - van Napoléon zeide:
3389	988	12	”hinderpalen der zedelykheid stonden hem nooit in den weg!
3390	988	12	Nu, dan is 't zeker gemakkelyker zyn doel te bereiken, dan wanneer men zich door zoo-iets wèl gebonden acht.
3391	989	12	De adsistent-resident van Padang, dan had een bericht uitgebracht, dat gunstig luidde voor dien gesuspendeerden kontroleur, wiens suspensie hierdoor een tint van onrechtvaardigheid bekwam.
3392	989	12	De Padangsche praatjes duurden voort:
3393	989	12	men sprak nog altyd over 't verdwenen kind.
3394	989	12	De adsistent-resident voelde zich op-nieuw geroepen die zaak optevatten, maar voor hy iets tot helderheid had kunnen brengen, ontving hy een besluit waarby hy door den Gouverneur van Sumatra's Westkust werd gesuspendeerd ”wegens oneerlykheid in ambtsbetrekking.
3395	989	12	Het heette dat hy uit vriendschap of medelyden de zaak van dien kontroleur, tegen beter weten aan, in een valsch daglicht had gesteld.
3396	990	12	Ik heb de stukken die deze zaak betreffen, niet gelezen, maar ik weet dat de adsistent-resident niet in de minste betrekking met dien kontroleur stond, hetgeen reeds hieruit blykt dat men juist hem had gekozen om die zaak te onderzoeken.
3397	990	12	Ik weet voorts dat hy een achtenswaardig persoon was, en dat ook de Regeering hem hiervoor hield, hetgeen blykt uit het vernietigen der suspensie, nadat de zaak elders dan op Sumatra's Westkust onderzocht was.
3398	990	12	Ook die kontroleur is later geheel in zyn eer hersteld geworden.
3399	990	12	Het was hun suspensie die my 't puntdicht ingaf, dat ik op de ontbyttafel van den generaal liet neerleggen door iemand die toen by hem, vroeger by my in dienst was.
3400	991	12	Het wandlend schorsbesluit dat schorsend ons regeert, Jan Schors-al, Gouverneur, de weerwolf onzer dagen, Had zyn geweten zelf met vreugd gesuspendeerd...
3401	991	12	Als 't niet voor langen tyd finaal reeds ware ontslagen.
3402	992	12	- Neem me niet kwalyk, m'nheer Havelaar, ik vind dat zoo-iets niet te pas kwam, zei Duclari.
3403	993	12	- Ik ook...
3404	993	12	maar ik moest toch iets doen!
3405	993	12	Verbeeld je dat ik geen geld had, niets ontving, en van-dag tot-dag vreesde te sterven van honger, wat dan ook naby genoeg geweest is.
3406	993	12	Ik had weinig of geen betrekkingen op Padang, en bovendien, ik had den generaal geschreven dat hy verantwoordelyk was indien ik omkwam van ellende, en dat ik van niemand hulp zou aannemen.
3407	993	12	In de binnenlanden waren er die, vernemende
3408	993	12	hoe 't met my gesteld was, my uitnoodigden ten hunnent te komen, maar de generaal verbood dat men my daarheen een pas zou geven.
3409	993	12	Naar Java vertrekken mocht ik ook niet.
3410	993	12	Overal elders had ik me kunnen redden, en misschien ook dáár als men niet zoo bevreesd ware geweest voor den machtigen generaal.
3411	993	12	Het scheen zyn plan te zyn my te laten verhongeren.
3412	993	12	Dat heeft negen maanden geduurd!
3413	994	12	- En hoe hebt ge u zoolang in 't leven gehouden?
3414	994	12	Of had de generaal véél kalkoenen!
3415	995	12	- O ja!
3416	995	12	Maar dit hielp me niet...
3417	995	12	zoo-iets doet men maar ééns, niet waar?
3418	995	12	Wat ik gedurende dien tyd uitrichtte?
3419	995	12	Och... ik maakte verzen, schreef komedies... en zoo al voort.
3420	996	12	- En was daarvoor op Padang ryst te-koop?
3421	997	12	- Neen, maar die heb ik er ook niet voor gevraagd.
3422	997	12	Ik zeg liever niet hoe ik geleefd heb.
3423	998	12	Tine drukte hem de hand, zy wist het.
3424	999	12	- Ik heb een paar regels gelezen, die ge in die dagen zoudt geschreven hebben achter op een kwitantie, zei Verbrugge.
3425	1000	12	- Ik weet wat je bedoelt.
3426	1000	12	Die regels schetsen myn pozitie.
3427	1000	12	Er bestond in die dagen een tydschrift, de Kopiist, waarop ik inteekenaar was.
3428	1000	12	Het stond onder de bescherming van de Regeering - de redakteur was ambtenaar by de algemeene Sekretarie - en hierom werden de inteekeningsgelden in 's lands kas gestort.
3429	1000	12	Men bood my een kwitantie van twintig gulden aan.
3430	1000	12	Daar nu dit geld op de bureaux van den Gouverneur moest worden verhandeld, en dus de kwitantie, als zy onbetaald bleef, die bureaux te passeeren had om te worden teruggezonden naar Batavia, maakte ik van die gelegenheid gebruik om achter op dat stuk te protesteeren tegen myn armoede:
3431	1001	12	Vingt-florins... quel
3432	1001	12	trésor!
3433	1001	12	Adieu, littérature, Adieu, Copiste, adieu!
3434	1001	12	Trop malheureux destin:
3435	1001	12	Je meurs de faim, de froid, d'ennui et de chagrin, Vingt florins font pour moi deux
3436	1001	12	mois
3437	1001	12	de nourriture!
3438	1001	12	Si j'avais vingt florins
3439	1001	12	je serais mieux
3440	1001	12	chaussé, Mieux nourri, mieux logé, j'en
3441	1001	12	ferais bonne
3442	1001	12	chère...
3443	1001	12	Il faut vivre avant tout, soit vie de misère:
3444	1001	12	Le crime fait la honte, et non la pauvreté!
3445	1002	12	Maar toen ik later te Batavia by de redaktie van den Kopiist myn twintig gulden kwam brengen, was ik niets schuldig.
3446	1002	12	Het schynt dat de generaal zelf dat geld voor my betaald heeft, om niet gedwongen te zyn die geillustreerde kwitantie terug te zenden naar Batavia.
3447	1003	12	- Maar wat deed hy na 't... na 't... wegnemen van dien kalkoen?
3448	1003	12	't Was toch... een diefstal!
3449	1003	12	En na dat epigram?
3450	1004	12	- Hy strafte me vreeselyk!
3451	1004	12	Wanneer hy my voor die zaken had laten terechtstaan als schuldig aan oneerbiedigheid jegens den Gouverneur van Sumatra's Westkust, hetgeen in die dagen met een beetje goeden wil had kunnen worden uitgelegd als ” pooging, tot ondermyning van 't nederlandsch gezag, en aanhitsing, tot opstand “ of aan ” diefstal op den publieken weg
3452	1004	12	“ zou hy getoond hebben een goedhartig mensch te zyn.
3453	1004	12	Maar neen, hy strafte me beter... akelig!
3454	1004	12	Aan den man die op de kalkoenen passen moest, liet hy gelasten voortaan een anderen weg te kiezen.
3455	1004	12	En myn puntdicht... ach, dàt is nog erger zeide niets, en deed niets !
3456	1004	12	Ziet ge, dit was wreed!
3457	1004	12	Hy gunde me niet het minste martelaars-air, ik werd niet belangwekkend door vervolging, en mocht niet ongelukkig wezen door verregaande geestigheid!
3458	1004	12	O, Duclari... o, Verbrugge...'t was om eens-voor-al te walgen van puntdichten en kalkoenen!
3459	1004	12	Zo weinig aanmoediging dooft de vlam van 't genie uit tot de laatste vonk... inkluzief
3460	1004	12	: ik heb 't nooit weer gedaan!
3461	1005	13	- En mag men nu weten waarom ge eigenlyk gesuspendeerd waart?
3462	1005	13	vroeg Duclari.
3463	1006	13	- O ja, gaarne!
3464	1006	13	Want daar ik alles wat ik u hiervan te zeggen heb, voor wáár geven en zelfs nog gedeeltelyk bewyzen kan, zult ge daaruit zien dat ik niet lichtvaardig handelde toen ik myn verhaal over dat vermiste kind, de praatjes van Padang
3465	1006	13	niet verwierp als volstrekt ongerymd.
3466	1006	13	Men zal ze zeer geloofbaar vinden, zoodra men onzen dapperen generaal leert kennen in de zaken die my betreffen.
3467	1007	13	Er waren dan in myn kasrekening te Natal onnauwkeurigheden en verzuimen.
3468	1007	13	Ge weet hoe elke onnauwkeurigheid op nadeel uitloopt:
3469	1007	13	nooit heeft men door slordigheid geld over.
3470	1007	13	De chef van de komptabiliteit te Padang - die nu juist myn byzondere vriend niet was - beweerde dat er duizenden te-kort kwamen.
3471	1007	13	Maar let wel dat men my, zoolang ik te Natal was, daarop niet had opmerkzaam gemaakt.
3472	1007	13	Geheel onverwachts ontving ik een overplaatsing naar de Padangsche bovenlanden.
3473	1007	13	Je weet, Verbrugge, dat op Sumatra een plaatsing in de bovenlanden van Padang als voordeeliger en aangenamer wordt beschouwd dan in de noordelyke residentie.
3474	1007	13	Daar ik nog slechts weinig maanden vroeger den Gouverneur by my had gezien - straks zult ge hooren waarom, en hoe? - en omdat er gedurende zyn verblyf te Natal, en zelfs in myn huis, zaken waren voorgevallen waarin ik meende my al zeer flink gedragen te hebben, nam ik die overplaatsing als een gunstige onderscheiding op, en vertrok van Natal naar Padang.
3475	1007	13	Ik deed de reis met een fransch schip, de Baobab van Marseille, dat te Atjeh peper had ingeladen
3476	1007	13	, en... natuurlyk te Natal
3477	1007	13	”gebrek had aan drinkwater.
3478	1007	13	“ Zoodra ik te Padang aankwam, met het doel vandaar terstond naar de binnenlanden te vertrekken, wilde ik volgens gebruik en plicht den Gouverneur bezoeken, maar hy liet me zeggen dat hy me niet ontvangen kon, en tevens dat ik myn vertrek naar myn nieuwe standplaats moest uitstellen tot nader bevel.
3479	1007	13	Ge begrypt dat ik hierover zeer verwonderd was, te-meer daar hy te Natal my verlaten had in een stemming die me deed meenen nogal goed by hem aangeschreven te staan.
3480	1007	13	Ik had slechts weinig kennissen te Padang, maar van deze weinigen vernam ik - of liever ik bemerkte het aan hen - dat de generaal zeer verstoord op me was.
3481	1007	13	Ik zeg dat ik 't bemerkte omdat op een buitenpost als Padang toen was, de welwillendheid van velen dienen kon als graadmeter der genade die men gevonden had in de oogen des Gouverneurs.
3482	1007	13	Ik gevoelde dat er een storm in aantocht was, zonder te weten uit welken hoek de wind komen zou.
3483	1007	13	Daar ik geld noodig had, verzocht ik dezen en genen me daarmee te-hulp te komen, en ik stond werkelyk verbaasd dat men my overal een weigerend antwoord gaf.
3484	1007	13	Op Padang, niet minder dan elders in Indie, waar over 't geheel het krediet een zelfs te groote rol speelt, was de stemming op dat stuk anders vry ruim.
3485	1007	13	Men zou in elk ander geval met genoegen eenige honderden guldens hebben voorgeschoten aan een kontroleur die op reis was en tegen verwachting ergens werd opgehouden.
3486	1007	13	Doch my weigerde men alle hulp.
3487	1007	13	Ik drong by sommigen op 't noemen der oorzaken van dit wantrouwen aan, en de fil en aiguille kwam ik eindelyk te weten dat men in myn geldelyk beheer te Natal fouten en verzuimen had ontdekt, die me verdacht maakten van ontrouwe administratie.
3488	1007	13	Dat er fouten in myn administratie waren, bevreemdde me volstrekt niet.
3489	1007	13	Juist het tegendeel zou me verwonderd hebben, maar wel vond ik 't zonderling dat de Gouverneur, die persoonlyk getuige was geweest hoe ik gedurig ver van myn bureau had te kampen gehad met de ontevredenheid der bevolking en aanhoudende pogingen tot opstand...
3490	1007	13	dat hy die zelf my geprezen had over wat hy ”kordaatheid“ noemde, aan de ontdekte fouten den naam geven kon van ontrouw of oneerlykheid.
3491	1007	13	Niemand beter toch dan hy kon weten dat er in deze zaken nooit spraak kon zyn van iets anders dan van force majeure.
3492	1008	13	En, al loochende men deze force majeure, al wilde men my verantwoordelyk stellen voor fouten die begaan waren op oogenblikken dat ik - in levensgevaar dikwyls! - ver van de kas en wat er naar geleek, het beheer daarvan moest toevertrouwen aan anderen, al zou men eischen dat ik, het eene doende, het andere niet had mogen nalaten, dan nòg zou ik alleen schuldig geweest zyn aan een slordigheid die niets gemeens had met ”ontrouw.
3493	1008	13	Er bestonden bovendien, in die dagen vooral, talryke voorbeelden dat de Regeering deze moeielykheid der pozitie van de ambtenaren op Sumatra inzag, en 't scheen dan ook in grondbeginsel aangenomen by zulke gelegenheden iets door de vingers te zien.
3494	1008	13	Men vergenoegde zich met van de betrokken ambtenaren de terugbetaling van 't ontbrekende te vorderen, en er moesten al zeer duidelyke bewyzen zyn voor men 't woord ”ontrouw
3495	1008	13	“ uitsprak of zelfs daaraan dacht.
3496	1008	13	Dit was dan ook zóó als regel aangenomen, dat ik te Natal den Gouverneur zelf gezegd had bevreesd
3497	1008	13	te zyn dat ik, na 't onderzoeken van myn verantwoording op de bureaux te Padang veel zou te betalen hebben, waarop hy schouder-ophalend antwoordde:
3498	1008	13	”och... die geldzaken!
3499	1008	13	“ als gevoelde hyzelf dat het mindere voor 't meerdere wyken moest.
3500	1009	13	Nu erken ik dat
3501	1009	13	geldzaken gewichtig zyn.
3502	1009	13	Maar hoe gewichtig ook, ze waren in dit geval onderschikt aan andere takken van zorg en bezigheid.
3503	1009	13	Als er door slordigheid of verzuim eenige duizenden te-kort waren in myn beheer, noem ik dit op-zichzelf geen kleinigheid.
3504	1009	13	Maar als deze duizenden ontbraken ten-gevolge van myn gelukte pogingen om den opstand te voorkomen, die de landstreek van Mandhéling dreigde in vuur en vlam te zetten, en de Atjinezen te doen terugkeeren in de oorden waaruit wy hen pas met veel opoffering van geld en volk hadden verjaagd, dan vervalt het gewicht van zoodanig te-kort, en 't werd zelfs reeds eenigszins onbillyk de terugbetaling daarvan opteleggen aan iemand die oneindig grooter belangen gered had.
3505	1010	13	En toch had ik vrede met zoodanige terugbetaling.
3506	1010	13	Want door die niet te vorderen, zou men een te wyde deur openstellen voor oneerlykheid.
3507	1011	13	Na dagen toevens - ge begrypt in welke stemming!
3508	1011	13	- ontving ik van de sekretarie des Gouverneurs een brief, waarin men my te kennen gaf dat ik van ontrouw werd verdacht gehouden, met last my te verantwoorden op een tal van aanmerkingen die er gevallen waren op myn beheer.
3509	1011	13	Enkelen daarvan kon ik terstond ophelderen.
